company,country,genre,name,rating,runtime,score,votes,year
Walt Disney Pictures,USA,Adventure,Muppets Most Wanted,PG,107,6.4,26380,2014
Relativity Media,USA,Adventure,Earth to Echo,PG,91,5.8,16757,2014
Working Title Films,UK,Adventure,Trash,R,114,7.2,16903,2014
Screen Gems,USA,Crime,No Good Deed,PG-13,84,5.6,14236,2014
Affirm Films,USA,Drama,When the Game Stands Tall,PG,115,6.7,13653,2014
Ukrainian State Film Agency,Ukraine,Crime,The Tribe,UNRATED,126,7.1,8036,2014
RADiUS-TWC,USA,Horror,13 Sins,R,93,6.3,26332,2014
TriStar Pictures,USA,Biography,Heaven Is for Real,PG,99,5.8,22482,2014
Dentsu,Japan,Animation,El recuerdo de Marnie,PG,103,7.8,18970,2014
Occupant Entertainment,UK,Comedy,Better Living Through Chemistry,NOT RATED,91,6.3,12284,2014
Baby Way Productions,USA,Comedy,A Haunted House 2,R,86,4.7,16194,2014
WhiteFlame Productions,USA,Comedy,Barefoot,PG-13,90,6.6,19248,2014
Unison Films,USA,Drama,The Disappearance of Eleanor Rigby: Them,R,123,6.3,9569,2014
Exclusive Media Group,USA,Horror,The Quiet Ones,PG-13,98,5.1,16654,2014
Park Pictures,USA,Crime,God's Pocket,R,88,6.1,9072,2014
Wildgaze Films,UK,Comedy,A Long Way Down,R,96,6.4,27014,2014
Lucasfilm,USA,Action,Star Wars: The Force Awakens,PG-13,136,8.1,687192,2015
Warner Bros. Pictures,Australia,Action,Mad Max: Fury Road,R,120,8.1,661575,2015
Visiona Romantica,USA,Crime,The Hateful Eight,R,167,7.8,360020,2015
Village Roadshow Pictures,USA,Action,San Andreas,PG-13,114,6.1,167250,2015
Black Label Media,USA,Action,Sicario,R,121,7.6,257207,2015
Focus Features,USA,Drama,Fifty Shades of Grey,R,125,4.1,250086,2015
Paramount Pictures,USA,Action,Terminator Genisys,PG-13,126,6.5,212532,2015
Regency Enterprises,Hong Kong,Adventure,Revenant: El Renacido,R,156,8,522384,2015
Twentieth Century Fox Film Corporation,UK,Adventure,The Martian,PG-13,144,8,579946,2015
Gotham Group,USA,Action,Maze Runner: The Scorch Trials,PG-13,131,6.3,166404,2015
B24,UK,Action,Spectre,PG-13,148,6.8,318152,2015
Universal Pictures,USA,Action,Jurassic World,PG-13,124,7,469200,2015
Parts and Labor,USA,Horror,The Witch,R,92,6.8,111384,2015
Element Pictures,Ireland,Drama,La habitación,R,118,8.2,241695,2015
Allison Shearmur Productions,USA,Drama,Cinderella,PG,105,7,121576,2015
Plan B Entertainment,USA,Biography,The Big Short,R,130,7.8,260244,2015
Cross Creek Pictures,UK,Biography,Legend,R,132,7,115765,2015
Twentieth Century Fox Film Corporation,USA,Action,Spy,R,119,7,193925,2015
Marvel Studios,USA,Action,Avengers: Age of Ultron,PG-13,141,7.4,537832,2015
Walt Disney Pictures,USA,Action,Tomorrowland,PG,130,6.5,147385,2015
Warner Bros.,USA,Action,The Man from U.N.C.L.E.,PG-13,116,7.3,212440,2015
Working Title Films,UK,Biography,The Danish Girl,R,119,7.1,117432,2015
Pixar Animation Studios,USA,Animation,Inside Out,PG,95,8.2,439792,2015
Warner Bros.,USA,Action,Jupiter Ascending,PG-13,127,5.3,153531,2015
Black Bear Pictures,USA,Drama,Knock Knock,R,99,4.9,56938,2015
Participant Media,USA,Crime,Spotlight,R,128,8.1,287421,2015
The Weinstein Company,UK,Drama,Carol,R,118,7.2,81966,2015
Paramount Pictures,China,Action,Misión: imposible 5 - Nación secreta,PG-13,131,7.4,265527,2015
Universal Pictures,USA,Action,Furious 7,PG-13,137,7.2,309837,2015
Film4,Greece,Comedy,La langosta,R,119,7.1,131840,2015
Brownstone Productions (II),USA,Comedy,Pitch Perfect 2,PG-13,115,6.4,112447,2015
3 Arts Entertainment,USA,Comedy,Burnt,R,101,6.6,80803,2015
Working Title Films,UK,Action,Everest,PG-13,121,7.1,160640,2015
Gary Sanchez Productions,USA,Action,Ant-Man,PG-13,117,7.3,388417,2015
Universal Pictures,USA,Biography,Straight Outta Compton,R,147,7.9,146861,2015
Color Force,USA,Action,The Hunger Games: Mockingjay - Part 2,PG-13,137,6.6,212989,2015
Blinding Edge Pictures,USA,Horror,The Visit,PG-13,94,6.2,86781,2015
Lakeshore Entertainment,USA,Drama,The Age of Adaline,PG-13,112,7.2,118727,2015
Cross Creek Pictures,USA,Biography,Black Mass,R,123,6.9,140407,2015
Double Dare You (DDY),USA,Drama,Crimson Peak,R,119,6.5,102529,2015
Escape Artists,Hong Kong,Drama,Revancha,R,124,7.4,176502,2015
Gamechanger Films,USA,Drama,The Invitation,NOT RATED,100,6.7,46822,2015
Screen Australia,Australia,Comedy,The Dressmaker,R,119,7.1,36647,2015
Metro-Goldwyn-Mayer (MGM),USA,Drama,Creed,PG-13,133,7.6,182827,2015
Summit Entertainment,USA,Action,Insurgent,PG-13,119,6.3,178165,2015
Twentieth Century Fox Film Corporation,USA,Action,Hitman: Agent 47,R,96,5.7,72970,2015
CBS Films,USA,Comedy,The DUFF,PG-13,101,6.5,60469,2015
Universal Pictures,Japan,Comedy,Esta chica es un desastre,R,125,6.3,110244,2015
Blumhouse Productions,USA,Drama,The Gift,R,108,7.1,103554,2015
Alcon Entertainment,China,Action,Punto de quiebre,PG-13,114,5.3,46887,2015
Columbia Pictures,USA,Animation,Hotel Transylvania 2,PG,89,6.7,73328,2015
Paramount Pictures,USA,Comedy,Daddy's Home,PG-13,96,6.1,72842,2015
Coup d'Etat Films,USA,Biography,The Stanford Prison Experiment,R,122,6.9,23757,2015
DreamWorks,USA,Drama,Bridge of Spies,PG-13,142,7.6,227862,2015
Universal Pictures,UK,Biography,Steve Jobs,R,122,7.2,121579,2015
BenderSpink,USA,Adventure,Vacation,R,99,6.1,77487,2015
Summit Entertainment,USA,Action,The Last Witch Hunter,PG-13,106,6,74795,2015
Twentieth Century Fox Film Corporation,USA,Action,Fantastic Four,PG-13,100,4.3,125934,2015
Kramer & Sigman Films,USA,Comedy,Focus,R,105,6.6,171771,2015
Waverly Films,USA,Comedy,The Intern,PG-13,121,7.1,166416,2015
Columbia Pictures,South Africa,Action,Chappie,R,120,6.9,194639,2015
Wildgaze Films,UK,Drama,Brooklyn,PG-13,117,7.5,99195,2015
Illumination Entertainment,USA,Animation,Minions,PG,91,6.4,169228,2015
Columbia Pictures,USA,Comedy,Aloha,PG-13,105,5.4,46828,2015
Black Label Media,USA,Comedy,Demolition,R,101,7,64109,2015
Warner Bros.,USA,Comedy,Magic Mike XXL,R,115,5.6,44006,2015
Broad Green Pictures,USA,Crime,Green Room,R,95,7,69349,2015
Fox 2000 Pictures,USA,Drama,The Longest Ride,PG-13,123,7.1,61182,2015
Warner Bros.,USA,Action,In the Heart of the Sea,PG-13,122,6.9,94603,2015
Fox 2000 Pictures,USA,Biography,Joy,PG-13,124,6.6,102242,2015
Columbia Pictures,USA,Action,Pixels,PG-13,105,5.6,106004,2015
Fox 2000 Pictures,USA,Drama,Paper Towns,PG-13,109,6.3,76635,2015
"Cantillon Company, The",UK,Biography,Concussion,PG-13,123,7.1,64629,2015
Gary Sanchez Productions,USA,Comedy,Get Hard,R,100,6,98662,2015
Universal Pictures,USA,Comedy,Ted 2,R,115,6.3,143077,2015
Caviar,USA,Drama,The Diary of a Teenage Girl,R,102,6.9,22916,2015
Columbia Pictures,USA,Adventure,Goosebumps,PG,103,6.3,59906,2015
Bazelevs Production,Russia,Action,Hardcore: Misión extrema,R,96,6.7,65051,2015
Indigo Film,Italy,Comedy,Youth,R,124,7.3,55177,2015
Broken Road Productions,USA,Action,Scouts Guide to the Zombie Apocalypse,R,93,6.3,33629,2015
Worldview Entertainment,Czech Republic,Crime,Crimenes ocultos,R,137,6.5,50379,2015
Warner Bros.,USA,Adventure,Pan,PG,111,5.8,49650,2015
See-Saw Films,UK,Drama,Macbeth,R,113,6.7,43481,2015
Dogwood Films,USA,Drama,Knight of Cups,R,118,5.7,18771,2015
Gramercy Pictures (I),Canada,Horror,La noche del demonio: Capitulo 3,PG-13,97,6.1,67298,2015
Nordisk Film,Denmark,Drama,Bajo la arena,R,100,7.8,17582,2015
Bold Films,USA,Action,No Escape,R,103,6.8,61262,2015
Endgame Entertainment,USA,Action,Self/less,PG-13,117,6.5,70564,2015
Amasia Entertainment,USA,Action,Mr. Right,R,95,6.3,33496,2015
Gloria Sanchez Productions,USA,Comedy,Sleeping with Other People,R,101,6.5,29326,2015
Tre Vänner Produktion AB,Sweden,Comedy,Un hombre gruñón,PG-13,116,7.7,25808,2015
IM Global,USA,Crime,Secret in Their Eyes,PG-13,111,6.2,29254,2015
Columbia Pictures,USA,Adventure,The Night Before,R,101,6.4,45947,2015
Pixar Animation Studios,USA,Animation,The Good Dinosaur,PG,93,6.7,80711,2015
Mod Producciones,Spain,Crime,Regression,R,106,5.7,28090,2015
DreamWorks Animation,USA,Animation,Home,PG,94,6.7,79374,2015
Sony Pictures Entertainment (SPE),USA,Adventure,The Walk,PG,123,7.3,97203,2015
Davis Entertainment,USA,Drama,Victor Frankenstein,PG-13,110,6,40525,2015
Paris Film,Canada,Horror,The Blackcoat's Daughter,R,93,5.8,6768,2015
Legendary Entertainment,USA,Comedy,Krampus,PG-13,98,6.2,44393,2015
Indian Paintbrush,USA,Comedy,Me and Earl and the Dying Girl,PG-13,105,7.8,96689,2015
HanWay Films,UK,Drama,High-Rise,R,119,5.7,28067,2015
1821 Pictures,USA,Action,Jane Got a Gun,R,98,5.9,15689,2015
EuropaCorp,France,Action,El transportador recargado,PG-13,96,5.1,32420,2015
Warner Bros.,USA,Comedy,Entourage,R,104,6.6,66336,2015
Forest Whitaker's Significant Productions,USA,Comedy,Dope,R,103,7.3,69552,2015
Warner Bros.,USA,Action,Run All Night,R,114,6.6,85225,2015
Regency Enterprises,USA,Crime,True Story,R,99,6.3,44237,2015
Frenesy Film Company,Italy,Drama,A Bigger Splash,R,125,6.4,16900,2015
Fox Searchlight Pictures,UK,Drama,Far from the Madding Crowd,PG-13,119,7.1,36196,2015
Universal Pictures,France,Drama,Frente al mar,R,122,5.2,13055,2015
Raindog Films,UK,Drama,Eye in the Sky,R,102,7.3,61722,2015
Freedom Media,USA,Drama,Equals,PG-13,101,6,18681,2015
LStar Capital,USA,Comedy,The Wedding Ringer,R,101,6.7,60737,2015
Edward R. Pressman Film,UK,Biography,The Man Who Knew Infinity,PG-13,108,7.2,33630,2015
StudioCanal,UK,Drama,We Are Your Friends,R,96,6.2,27695,2015
"Princess Grace Foundation, The",USA,Drama,Beasts of No Nation,NOT RATED,137,7.8,52905,2015
Little Stranger,USA,Comedy,Sisters,R,118,6,52137,2015
Archimede,Italy,Drama,Tale of Tales,R,134,6.4,18674,2015
PalmStar Media,USA,Action,American Ultra,R,100,6.1,67391,2015
Origin Pictures,UK,Biography,Woman in Gold,PG-13,109,7.3,42052,2015
Rhombus Media,Canada,Drama,Into the Forest,R,101,5.9,11816,2015
Harmonius Claptrap,USA,Animation,Anomalisa,R,90,7.2,47499,2015
Insurge Pictures,USA,Sci-Fi,Project Almanac,PG-13,106,6.4,65169,2015
Gravier Productions,USA,Comedy,Irrational Man,R,95,6.6,42507,2015
StudioCanal,USA,Action,The Gunman,R,115,5.8,32345,2015
Universal Pictures,USA,Mystery,The Boy Next Door,R,91,4.7,31057,2015
Fantefilm,Norway,Action,La última ola,R,105,6.7,20509,2015
OddLot Entertainment,UK,Action,Mortdecai,R,107,5.5,54191,2015
Bleecker Street Films,USA,Biography,Trumbo,R,124,7.5,60593,2015
Entertainment One,USA,Horror,Sinister 2,R,97,5.3,33723,2015
Onyx Films,France,Animation,El principito,PG,108,7.8,41751,2015
Duplass Brothers Productions,USA,Comedy,The Bronze,R,100,6,7520,2015
Fox 2000 Pictures,USA,Horror,Poltergeist,PG-13,93,4.9,47376,2015
Route One Entertainment,USA,Adventure,A Walk in the Woods,R,104,6.3,18661,2015
Alcon Entertainment,Chile,Biography,Los 33,PG-13,127,6.9,27925,2015
Paramount Animation,USA,Animation,The SpongeBob Movie: Sponge Out of Water,PG,92,6,38659,2015
Bloom,USA,Drama,The Sea of Trees,PG-13,110,5.9,8519,2015
Duplass Brothers Productions,USA,Comedy,Tangerine,R,88,7,16597,2015
Forward Pass,USA,Crime,Blackhat,R,133,5.4,44249,2015
New Real Films,Canada,Biography,Born to Be Blue,R,97,6.9,5113,2015
Fox 2000 Pictures,USA,Animation,Alvin and the Chipmunks: The Road Chip,PG,100,5.1,12069,2015
Enderby Entertainment,USA,Thriller,Blackway,R,90,5.2,4931,2015
Duplass Brothers Productions,USA,Comedy,The Overnight,R,79,6.1,12642,2015
Red Crown Productions,USA,Comedy,"Hello, My Name Is Doris",R,90,6.7,14007,2015
Metro-Goldwyn-Mayer (MGM),USA,Action,Hot Pursuit,PG-13,87,5.1,40431,2015
Participant Media,USA,Comedy,Our Brand Is Crisis,R,107,6.1,16204,2015
Lionsgate,USA,Drama,Maggie,PG-13,95,5.6,35167,2015
FaithStep Films,USA,Drama,War Room,PG,120,6.4,10268,2015
Sony Pictures Classics,Australia,Biography,Conspiración y poder,R,125,6.8,14615,2015
Panorama Studios,India,Crime,Drishyam,NOT RATED,163,8.4,42547,2015
Fox Searchlight Pictures,USA,Comedy,Mistress America,R,84,6.7,19140,2015
Silver Reel,Iceland,Drama,Z for Zachariah,PG-13,98,6,21852,2015
Soft Tread Enterprises,Australia,Comedy,Girl Asleep,Not specified,77,6.2,1693,2015
Clinica Estetico,USA,Comedy,Ricki and the Flash,PG-13,101,6,18428,2015
Allspark Pictures,USA,Adventure,Jem and the Holograms,PG,118,4.1,5640,2015
Ruby Films,UK,Biography,Suffragette,PG-13,106,6.9,28377,2015
Metro-Goldwyn-Mayer (MGM),USA,Adventure,Max,PG,111,6.8,22181,2015
Serendipity Point Films,Canada,Drama,Remember,R,94,7.4,14266,2015
Arka Mediaworks,India,Action,Baahubali: The Beginning,Not specified,159,8.2,81329,2015
Blumhouse Productions,USA,Horror,The Lazarus Effect,PG-13,83,5.2,32659,2015
Franklin Street,USA,Comedy,Maggie's Plan,R,98,6.2,10929,2015
Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),Poland,Comedy,The Lure,NOT RATED,92,6.3,2000,2015
EMA Films,Canada,Action,Turbo Kid,UNRATED,93,6.7,20452,2015
Mayhem Pictures,USA,Biography,"McFarland, USA",PG,129,7.4,27814,2015
Bayerischer Rundfunk (BR),Germany,Drama,Manifesto,NOT RATED,95,7.2,1314,2015
Sparkle Roll Media,China,Action,Dragon Blade,R,127,6.1,14229,2015
Hoody Boy Productions,USA,Drama,Krisha,R,83,7.1,4086,2015
Miramax,UK,Drama,Mr. Holmes,PG,104,6.9,51307,2015
Varient,USA,Drama,The Girl in the Book,NOT RATED,86,6.2,3075,2015
Esperanto Kino,Mexico,Drama,Desierto,R,88,6,6253,2015
CBS Films,USA,Comedy,Love the Coopers,PG-13,107,5.7,13475,2015
MM Productions,USA,Comedy,Jenny's Wedding,PG-13,94,5.5,7852,2015
Twentieth Century Fox Animation,USA,Animation,The Peanuts Movie,G,88,7.1,34889,2015
Dreams Salon Entertainment Culture,China,Action,Ip Man 3,PG-13,105,7.1,31713,2015
POP Films,USA,Drama,Synchronicity,R,101,5.5,7562,2015
Big Indie Pictures,USA,Comedy,Danny Collins,R,106,7,24666,2015
Rocklin \ Faust,USA,Drama,The Perfect Guy,PG-13,100,5.6,7922,2015
CG Cinéma,France,Drama,Mustang: belleza salvaje,PG-13,97,7.7,25260,2015
Filmbox,USA,Animation,Strange Magic,PG,99,5.8,8009,2015
Aggregate Films,USA,Comedy,The Family Fang,R,105,6.1,5585,2015
Laokoon Filmgroup,Hungary,Drama,El hijo de Saúl,R,107,7.5,32339,2015
Bron Studios,USA,Biography,I Saw the Light,R,123,5.7,4460,2015
S Films,UK,Comedy,Miss You Already,PG-13,112,6.8,12743,2015
Big Beach Films,USA,Drama,3 Generations,PG-13,92,5.6,2608,2015
Worldview Entertainment,Ireland,Drama,Strangerland,R,112,5.2,6735,2015
Occupant Entertainment,UK,Horror,The Hallow,NOT RATED,97,5.7,11545,2015
Screen NSW,Australia,Drama,The Daughter,Not specified,96,6.7,3194,2015
Columbia Pictures,USA,Action,Paul Blart: Mall Cop 2,PG,94,4.4,27268,2015
BBC Films,UK,Biography,The Lady in the Van,PG-13,104,6.7,18091,2015
Terra Incognita Films,Belgium,Comedy,El nuevo nuevo testamento,NOT RATED,114,7.1,20984,2015
Paramount Pictures,USA,Comedy,Hot Tub Time Machine 2,R,93,5.1,31612,2015
Blumhouse Productions,USA,Horror,Paranormal Activity: The Ghost Dimension,R,88,4.6,19280,2015
40 Acres & A Mule Filmworks,USA,Comedy,Chi-Raq,R,127,5.7,6983,2015
Sycamore Pictures,USA,Comedy,Mississippi Grind,R,108,6.3,13207,2015
Babieka,UK,Comedy,The Second Best Exotic Marigold Hotel,PG,122,6.6,25886,2015
Audiovisual Aval SGR,Spain,Comedy,Una sonrisa a la vida,TV-14,108,7.3,7973,2015
Regency Enterprises,USA,Comedy,Unfinished Business,R,91,5.4,26051,2015
Double Feature Films,USA,Biography,Freeheld,PG-13,103,6.5,8801,2015
BN Films,Mexico,Action,Captive,PG-13,97,5.4,5253,2015
Modern Man Films,USA,Biography,The End of the Tour,R,106,7.3,22192,2015
Ealing Studios Entertainment,UK,Comedy,The D Train,R,101,5,9146,2015
BB Film Productions,USA,Biography,Experimenter,PG-13,98,6.6,13263,2015
See-Saw Films,UK,Western,Slow West,R,84,6.9,33032,2015
Rhombus Media,Canada,Drama,Closet Monster,NOT RATED,90,7,4860,2015
Kôdansha,Japan,Action,Attack on Titan: Part 1,NOT RATED,98,5.1,9847,2015
Motlys,Norway,Drama,Más fuerte que las bombas,R,109,6.6,8742,2015
Audax Films,USA,Crime,Cop Car,R,88,6.3,24256,2015
Buffalo Films,Colombia,Adventure,Embrace of the Serpent,NOT RATED,125,7.9,13698,2015
BFI Film Fund,UK,Drama,45 Years,R,91,7.1,23800,2015
Avi Chai fund,Israel,Biography,Una historia de amor y oscuridad,PG-13,95,6,2003,2015
StudioCanal,UK,Animation,Shaun the Sheep Movie,PG,85,7.4,28138,2015
Anonymous Content,USA,Comedy,The Meddler,PG-13,103,6.3,7979,2015
Covert Media,USA,Comedy,Rock the Kasbah,R,106,5.5,8063,2015
Central Motion Pictures,Taiwan,Action,The Assassin,NOT RATED,105,6.4,12237,2015
Metanoia Films,Mexico,Drama,El gran pequeño,PG-13,106,7.4,19156,2015
Two Flints,USA,Comedy,I'll See You in My Dreams,PG-13,92,6.7,5282,2015
Lionsgate,USA,Horror,The Vatican Tapes,PG-13,91,5.1,13305,2015
Astute Films,USA,Drama,90 Minutes in Heaven,PG-13,121,4.7,2631,2015
Chaz Productions,France,Drama,Summertime,NOT RATED,105,6.6,2301,2015
Human Stew Factory,USA,Drama,The Bad Batch,R,118,5.4,8340,2016
Regency Enterprises,USA,Action,Assassin's Creed,PG-13,115,5.9,133338,2016
Summit Entertainment,USA,Comedy,La La Land,PG-13,128,8.2,308891,2016
Atlas Entertainment,USA,Action,Suicide Squad,PG-13,123,6.2,435667,2016
Dentsu,USA,Animation,Sing,PG,108,7.1,81466,2016
Heyday Films,UK,Adventure,Fantastic Beasts and Where to Find Them,PG-13,133,7.4,268073,2016
Walt Disney Animation Studios,USA,Animation,Moana,PG,107,7.6,157290,2016
Metro-Goldwyn-Mayer (MGM),USA,Action,The Magnificent Seven,PG-13,132,6.9,138262,2016
Warner Bros.,USA,Action,The Accountant,R,128,7.4,188598,2016
Keep Your Head,USA,Adventure,The Lost City of Z,PG-13,141,6.6,39409,2016
Focus Features,USA,Crime,Nocturnal Animals,R,116,7.5,152436,2016
Levantine Films,USA,Biography,Hidden Figures,PG,127,7.8,121818,2016
Lava Bear Films,USA,Drama,Arrival,PG-13,116,8,391385,2016
DreamWorks Animation,USA,Animation,Trolls,PG,92,6.5,49423,2016
Lucasfilm,USA,Action,Rogue One,PG-13,133,7.9,365473,2016
Cross Creek Pictures,Australia,Biography,Hasta el último hombre,R,139,8.2,263728,2016
Twentieth Century Fox Film Corporation,USA,Action,Deadpool,R,108,8,668625,2016
Blinding Edge Pictures,Japan,Horror,Split,PG-13,117,7.3,213536,2016
Columbia Pictures,USA,Adventure,Passengers,PG-13,116,7,237553,2016
Warner Bros.,USA,Action,Batman v Superman: Dawn of Justice,PG-13,151,6.6,497351,2016
Paramount Pictures,USA,Action,Star Trek Beyond,PG-13,122,7.1,179426,2016
Amuse,Japan,Animation,Your name,PG,106,8.5,54503,2016
Marvel Studios,USA,Action,Doctor Strange,PG-13,115,7.5,348307,2016
The Weinstein Company,UK,Biography,Lion,PG-13,118,8.1,133709,2016
Marvel Studios,USA,Action,Captain America: Civil War,PG-13,147,7.9,442645,2016
New Line Cinema,Canada,Horror,The Conjuring 2,R,134,7.4,151427,2016
Metro-Goldwyn-Mayer (MGM),UK,Drama,Me Before You,PG-13,106,7.4,127889,2016
Amblin Partners,USA,Crime,The Girl on the Train,R,112,6.5,116916,2016
Twentieth Century Fox Film Corporation,USA,Action,X-Men: Apocalypse,PG-13,144,7,296415,2016
Amazon Studios,USA,Drama,Manchester by the Sea,R,137,7.9,159673,2016
Walt Disney Pictures,USA,Animation,Zootopia,PG,108,8,317549,2016
GK Films,UK,Action,Allied,R,124,7.1,94624,2016
Constantin Film,UK,Action,Resident Evil: The Final Chapter,R,107,5.6,58140,2016
A24,USA,Drama,Moonlight,R,111,7.5,161857,2016
Screen Gems,USA,Crime,Don't Breathe,R,88,7.2,139449,2016
Film 44,USA,Crime,Hell or High Water,R,102,7.6,132328,2016
Mandeville Films,USA,Action,Allegiant,PG-13,120,5.7,76550,2016
Twentieth Century Fox Film Corporation,UK,Adventure,Miss Peregrine's Home for Peculiar Children,PG-13,127,6.7,116495,2016
Cappa Defina Productions,USA,Adventure,Silence,R,161,7.2,61798,2016
Captivate Entertainment,UK,Action,Jason Bourne,PG-13,123,6.7,163614,2016
Gracie Films,USA,Comedy,The Edge of Seventeen,R,104,7.4,59867,2016
FilmNation Entertainment,USA,Biography,The Founder,PG-13,100,7.2,62193,2016
Warner Bros. Pictures,UK,Action,The Legend of Tarzan,PG-13,110,6.3,128712,2016
Lakeshore Entertainment,USA,Action,Underworld: Blood Wars,R,91,5.8,49911,2016
Black Bear Pictures,USA,Adventure,Gold,R,120,6.7,32147,2016
Petit Film,France,Drama,Voraz,R,99,7,22618,2016
Misty Mountains,USA,Comedy,The Nice Guys,R,116,7.4,193151,2016
Apaches Entertainment,UK,Drama,A Monster Calls,PG-13,108,7.5,49969,2016
Moho Film,South Korea,Crime,The Handmaiden,NOT RATED,144,8.1,43552,2016
Flashlight Films,USA,Biography,Sully,PG-13,96,7.5,157212,2016
STX Entertainment,USA,Comedy,Bad Moms,R,100,6.2,76251,2016
Quad Productions,France,Animation,Leap!,PG,89,6.8,9517,2016
Regency Enterprises,USA,Drama,A Cure for Wellness,R,146,6.4,45187,2016
Legendary East,USA,Action,The Great Wall,PG-13,103,6,82181,2016
BZ Entertainment,USA,Comedy,War Dogs,R,114,7.1,123020,2016
Twentieth Century Fox Film Corporation,USA,Comedy,Why Him?,R,111,6.3,63612,2016
Fox Searchlight Pictures,Chile,Biography,Jackie,R,100,6.8,50652,2016
