company,country,genre,name,rating,runtime,score,votes,year
Atlas Entertainment,USA,Action,Rollerball,R,98,3,23008,2002
Crossfire Sound & Pictures,USA,Comedy,Waking Up in Reno,R,91,5.5,5105,2002
Universal Pictures,USA,Drama,Dragonfly,PG-13,104,6.1,33117,2002
Warner Bros.,UK,Comedy,Death to Smoochy,R,109,6.4,35823,2002
Kanzaman,UK,Crime,The Reckoning,R,112,6.6,5191,2002
Blockbuster Films,USA,Biography,Dahmer,R,101,5.6,7967,2002
FTM Productions,Germany,Comedy,Serving Sara,PG-13,100,5.3,15017,2002
"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",USA,Comedy,Sorority Boys,R,93,5.4,12478,2002
Castelao Producciones,USA,Horror,Darkness,PG-13,88,5.4,17383,2002
Bac Films,France,Comedy,L'auberge espagnole,R,122,7.3,35944,2002
Miramax,UK,Drama,The Quiet American,R,101,7.1,24812,2002
"State Hermitage Museum, The",Russia,Drama,Russian Ark,NOT RATED,99,7.4,15616,2002
Dimension Films,USA,Horror,They,PG-13,89,4.8,11322,2002
Gold Circle Films,USA,Crime,Sonny,R,110,5.7,3628,2002
Rumbalara Films,Australia,Adventure,Cerca de la libertad,PG,94,7.5,24515,2002
Gold Circle Films,USA,Comedy,Poolhall Junkies,R,99,7,8858,2002
First Look International,UK,Biography,Bundy,R,99,5.9,6232,2002
Disney Television Animation,USA,Animation,Peter Pan II: Return to Neverland,G,72,5.8,14642,2002
Paramount Pictures,USA,Drama,Abandon,PG-13,99,4.9,8168,2002
HBO Films,USA,Comedy,Real Women Have Curves,PG-13,90,7,6236,2002
Sony Pictures Classics,USA,Drama,Laurel Canyon,R,103,6.4,13565,2002
MDP Worldwide,UK,Crime,Feardotcom,R,101,3.3,17833,2002
Walt Disney Pictures,USA,Comedy,The Country Bears,G,88,4,4149,2002
First Look International,Germany,Drama,Evelyn,PG,94,7,5611,2002
Alliance Atlantis Communications,Canada,Comedy,Slackers,R,86,5.3,12825,2002
Franchise Pictures,USA,Action,Ballistic: Ecks vs. Sever,R,91,3.6,17279,2002
Warner Bros.,USA,Comedy,Analyze That,R,96,5.9,73442,2002
Epsilon Motion Pictures,USA,Adventure,Gerry,R,103,6.2,15933,2002
Scottish Screen,Ireland,Drama,The Magdalene Sisters,R,114,7.8,23296,2002
Red Chillies Entertainment,India,Musical,Devdas,Not specified,185,7.6,29976,2002
Focus Puller Inc.,USA,Biography,Auto Focus,R,105,6.6,11759,2002
BIM Distribuzione,France,Comedy,8 Women,R,111,7.1,25020,2002
FGM Entertainment,USA,Drama,New Best Friend,R,91,5.3,2982,2002
Bórd Scannán na hÉireann,UK,Drama,Bloody Sunday,R,107,7.7,20817,2002
Beacon Communications,USA,Drama,The Emperor's Club,PG-13,109,6.9,15086,2002
Focus Features,USA,Drama,Possession,PG-13,102,6.4,11970,2002
CineWild,USA,Action,Deuces Wild,R,96,5.6,6400,2002
United Artists,USA,Comedy,Igby Goes Down,R,98,7,29911,2002
Miramax,UK,Crime,Heaven,R,97,7.1,21282,2002
Franchise Pictures,USA,Crime,City by the Sea,R,108,6.1,22160,2002
Universal Pictures,Germany,Crime,Eye See You,R,96,5.3,20748,2002
Alta Films,UK,Crime,Sweet Sixteen,R,106,7.5,11376,2002
Universal Pictures,Germany,Mystery,The Truth About Charlie,PG-13,104,4.8,8899,2002
Les Films Alain Sarde,UK,Drama,All or Nothing,R,128,7.6,8613,2002
Miramax,USA,Comedy,Full Frontal,R,101,4.8,8888,2002
Screen Gems,USA,Action,Half Past Dead,PG-13,98,4.6,12824,2002
Bavaria Film,Finland,Comedy,The Man Without a Past,PG-13,97,7.7,18741,2002
Fox Searchlight Pictures,USA,Romance,Brown Sugar,PG-13,109,6.5,6451,2002
New Line Cinema,USA,Action,All About the Benjamins,R,95,5.8,10283,2002
Fox Searchlight Pictures,USA,Comedy,The Banger Sisters,R,100,5.6,13034,2002
Melampo Cinematografica,Italy,Comedy,Pinocchio,G,108,4.2,6772,2002
Det Danske Filminstitut,Denmark,Drama,Open Hearts,R,113,7.6,8429,2002
American Zoetrope,USA,Comedy,Pumpkin,R,113,6.3,7792,2002
Alameda Films,Mexico,Drama,El crimen del padre Amaro,R,100,6.8,11545,2002
Fox Searchlight Pictures,Spain,Crime,Sendero de sangre,R,132,7,5859,2002
Universal Pictures,UK,Comedy,The Guru,R,94,5.4,13953,2002
Solaris,USA,Drama,The Slaughter Rule,R,112,6.1,2098,2002
United Artists,USA,Crime,City of Ghosts,R,116,6,4529,2002
Holedigger Films,USA,Comedy,Roger Dodger,R,106,7,15809,2002
Téléma,France,Romance,He Loves Me... He Loves Me Not,PG-13,92,7.2,16938,2002
Sogepaq,Spain,Comedy,Mondays in the Sun,R,113,7.7,10762,2002
Not specified,UK,Drama,Morvern Callar,R,97,6.8,7294,2002
Cartoon Network Studios,USA,Animation,The Powerpuff Girls Movie,PG,73,6.5,8247,2002
Robbins Entertainment,USA,Drama,XX/XY,R,91,6,2877,2002
Paramount Pictures,USA,Animation,The Wild Thornberrys Movie,PG,85,5.3,12741,2002
Gaylord Films,USA,Comedy,Welcome to Collinwood,R,86,6.4,12971,2002
Roc-a-fella Films,USA,Drama,State Property,R,88,4.4,1705,2002
Morgan Creek Productions,USA,Comedy,Juwanna Mann,PG-13,91,4.5,5482,2002
Arenas Entertainment,USA,Crime,Empire,R,90,6,6725,2002
Applause Pictures,Hong Kong,Drama,The Eye,R,99,6.7,25764,2002
Cherry Sky Films,USA,Crime,Better Luck Tomorrow,R,101,7.2,8218,2002
Paramount Pictures,USA,Animation,Hey Arnold! The Movie,PG,76,5.9,5065,2002
AAMPI Inc.,Hungary,Drama,Max,R,106,6.6,6491,2002
Columbia Pictures Film Production Asia,Hong Kong,Action,So Close,R,100,6.7,6623,2002
Wiseau-Films,USA,Drama,The Room,R,99,3.6,40355,2003
Walt Disney Pictures,USA,Action,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,143,8,886092,2003
Miramax,USA,Action,Kill Bill: Vol. 1,R,111,8.1,807087,2003
New Line Cinema,USA,Adventure,The Lord of the Rings: The Return of the King,PG-13,201,8.9,1332020,2003
Universal Pictures,UK,Comedy,Love Actually,R,135,7.7,346409,2003
Egg Films,South Korea,Action,Oldboy: Cinco días para vengarse,R,120,8.4,400279,2003
United Artists,USA,Horror,Jeepers Creepers II,R,100,5.6,49100,2003
Warner Bros.,USA,Crime,Mystic River,R,138,8,361466,2003
Recorded Picture Company (RPC),UK,Drama,The Dreamers,NC-17,115,7.2,89658,2003
Universal Pictures,USA,Action,Hulk,PG-13,138,5.7,223943,2003
Pixar Animation Studios,USA,Animation,Finding Nemo,G,100,8.1,772029,2003
Focus Features,USA,Drama,Lost in Translation,R,102,7.8,345221,2003
New Line Cinema,USA,Horror,The Texas Chainsaw Massacre,R,98,6.2,114916,2003
Fox Searchlight Pictures,USA,Drama,Thirteen,R,100,6.8,72230,2003
Media 8 Entertainment,Germany,Biography,Monster: Asesina en serie,R,109,7.3,114157,2003
Summit Entertainment,USA,Horror,Wrong Turn,R,84,6.1,93636,2003
Twentieth Century Fox Film Corporation,USA,Comedy,Cheaper by the Dozen,PG,98,5.8,80652,2003
Warner Bros.,USA,Action,The Matrix Reloaded,R,138,7.2,446954,2003
Walt Disney Pictures,USA,Adventure,Holes,PG,117,7.1,63052,2003
Lakeshore Entertainment,USA,Action,Underworld,R,121,7,225226,2003
Columbia Pictures Corporation,USA,Adventure,Big Fish,PG-13,125,8,369336,2003
Marvel Enterprises,USA,Action,Daredevil,PG-13,103,5.3,185444,2003
Warner Bros.,USA,Action,The Last Samurai,R,154,7.7,340268,2003
Paramount Pictures,USA,Comedy,School of Rock,PG-13,108,7.1,224330,2003
C-2 Pictures,USA,Action,Terminator 3: Rise of the Machines,R,109,6.3,326064,2003
Paramount Pictures,USA,Action,The Italian Job,PG-13,111,7,302646,2003
Columbia Pictures Corporation,USA,Mystery,Identity,R,90,7.3,192146,2003
New Line Cinema,USA,Action,Freddy vs. Jason,R,97,5.8,95076,2003
DreamWorks,USA,Comedy,Old School,R,88,7.2,193885,2003
Universal Pictures,USA,Action,2 Fast 2 Furious,PG-13,107,5.9,211309,2003
Warner Bros.,Australia,Action,Matrix Revolutions,R,129,6.7,387387,2003
Zentropa Entertainments,Netherlands,Crime,Dogville,R,178,8,115599,2003
Angry Films,USA,Action,The League of Extraordinary Gentlemen,PG-13,110,5.8,148712,2003
Universal Pictures,UK,Adventure,Peter Pan,PG,113,6.9,57420,2003
Spectacle Entertainment Group,USA,Horror,House of 1000 Corpses,R,89,6,64612,2003
Castle Rock Entertainment,USA,Drama,Dreamcatcher,R,136,5.5,80087,2003
Paramount Pictures,USA,Action,Lara Croft Tomb Raider: The Cradle of Life,PG-13,117,5.5,110166,2003
Miramax,UK,Adventure,Cold Mountain,R,154,7.2,124413,2003
Spyglass Entertainment,USA,Comedy,Bruce Almighty,PG-13,101,6.7,319425,2003
Twentieth Century Fox Film Corporation,Canada,Action,X-Men 2,PG-13,134,7.5,441189,2003
Twentieth Century Fox Film Corporation,USA,Action,Master and Commander: The Far Side of the World,PG-13,138,7.4,178098,2003
Touchstone Pictures,USA,Drama,Open Range,R,139,7.5,57419,2003
Columbia Pictures Corporation,USA,Action,The Rundown,PG-13,104,6.7,87321,2003
New Line Cinema,USA,Comedy,Elf,PG,97,6.9,162013,2003
Lynda Obst Productions,USA,Comedy,How to Lose a Guy in 10 Days,PG-13,116,6.4,172078,2003
Universal Pictures,USA,Adventure,The Cat in the Hat,PG,82,3.8,39497,2003
Casual Friday Productions,USA,Comedy,Freaky Friday,PG,97,6.1,104892,2003
Columbia Pictures Corporation,USA,Action,Charlie's Angels: Full Throttle,PG-13,106,4.8,105990,2003
Archer Street Productions,UK,Biography,Girl with a Pearl Earring,PG-13,100,7,63882,2003
Columbia Pictures Corporation,USA,Action,Bad Boys II,R,147,6.6,190484,2003
Universal Pictures,USA,Comedy,American Wedding,R,96,6.3,171577,2003
New Line Cinema,USA,Comedy,Secondhand Lions,PG,111,7.6,45722,2003
New Line Cinema,USA,Horror,Final Destination 2,R,90,6.2,129165,2003
This Is That Productions,USA,Crime,21 Grams,R,124,7.7,200427,2003
Universal Pictures,USA,Crime,The Life of David Gale,R,130,7.6,94693,2003
CJ Entertainment,South Korea,Crime,Memories of Murder,NOT RATED,131,8.1,80301,2003
DreamWorks,USA,Drama,House of Sand and Fog,R,126,7.6,58778,2003
Walt Disney Pictures,USA,Adventure,The Lizzie McGuire Movie,PG,94,5.4,30128,2003
Columbia Pictures Corporation,USA,Action,Once Upon a Time in Mexico,R,102,6.4,137276,2003
Paramount Pictures,USA,Action,The Core,PG-13,135,5.5,81258,2003
Dimension Films,USA,Comedy,Scary Movie 3,PG-13,84,5.5,118792,2003
Revolution Studios,USA,Drama,Mona Lisa Smile,PG-13,117,6.4,65841,2003
Gray Daisy Films,USA,Drama,The Brown Bunny,NOT RATED,93,5,12152,2003
Revolution Studios,USA,Comedy,Anger Management,PG-13,106,6.2,180365,2003
Fox 2000 Pictures,USA,Comedy,Down with Love,PG-13,101,6.3,34946,2003
Miramax,Germany,Drama,The Human Stain,R,106,6.3,26598,2003
Plunge Pictures LLC,USA,Adventure,Open Water,R,79,5.7,44989,2003
Alexandre Films,France,Crime,High Tension,R,91,6.8,58572,2003
Touchstone Pictures,USA,Comedy,Under the Tuscan Sun,PG-13,113,6.8,39134,2003
Cheyenne Enterprises,USA,Action,Tears of the Sun,R,121,6.6,99418,2003
Revolution Studios,USA,Action,Hollywood Homicide,PG-13,116,5.3,32542,2003
Dimension Films,USA,Action,Spy Kids 3: Game Over,PG,84,4.2,44074,2003
DreamWorks,USA,Animation,Sinbad: Legend of the Seven Seas,PG,85,6.7,39745,2003
Warner Bros.,USA,Comedy,What a Girl Wants,PG,105,5.8,51247,2003
Revolution Studios,USA,Adventure,The Missing,R,137,6.5,29091,2003
Columbia Pictures Corporation,USA,Comedy,Something's Gotta Give,PG-13,128,6.7,96603,2003
Columbia Pictures Corporation,USA,Horror,Gothika,R,98,5.8,94370,2003
Columbia Pictures Corporation,USA,Action,S.W.A.T.,PG-13,117,6,125305,2003
Universal Pictures,UK,Action,Johnny English,PG,100,6.1,121464,2003
Metro-Goldwyn-Mayer (MGM),USA,Action,Agent Cody Banks,PG,102,5,28662,2003
Walt Disney Pictures,USA,Comedy,The Haunted Mansion,PG,100,4.9,34691,2003
Phoenix Pictures,Germany,Action,Básico y letal,R,98,6.5,52747,2003
Columbia Pictures Corporation,USA,Comedy,Bad Santa,R,91,7.1,118278,2003
Miramax,USA,Comedy,View from the Top,PG-13,87,5.2,22332,2003
Paramount Pictures,USA,Action,Paycheck,PG-13,119,6.3,93707,2003
Fidélité Productions,France,Crime,Swimming Pool: juegos perversos,R,102,6.8,36993,2003
Warner Bros.,USA,Comedy,Matchstick Men,PG-13,116,7.3,111886,2003
Revolution Studios,USA,Comedy,Daddy Day Care,PG,92,5.5,53301,2003
Touchstone Pictures,USA,Action,The Recruit,PG-13,115,6.6,118822,2003
HBO Films,USA,Crime,Elephant,R,81,7.2,75039,2003
Walt Disney Feature Animation Florida,USA,Animation,Tierra de osos,G,85,6.8,77498,2003
Touchstone Pictures,USA,Mystery,Cold Creek Manor,R,118,4.9,19082,2003
"""DIA"" Productions GmbH & Co. KG",USA,Action,A Man Apart,R,109,6.1,40381,2003
Warner Bros.,USA,Comedy,Malibu's Most Wanted,PG-13,100,5.1,16779,2003
Touchstone Pictures,USA,Comedy,Bringing Down the House,PG-13,105,5.6,31366,2003
Mandalay Pictures,Germany,Adventure,Más allá de las fronteras,R,127,6.5,23761,2003
Paramount Pictures,USA,Action,Timeline,PG-13,116,5.6,55054,2003
X-Filme Creative Pool,Germany,Comedy,Good Bye Lenin!,R,121,7.7,121190,2003
Warner Bros.,Germany,Animation,Looney Tunes: Back in Action,PG,100,5.7,26853,2003
Metro-Goldwyn-Mayer (MGM),USA,Action,Out of Time,PG-13,105,6.5,49072,2003
Lions Gate Films,Canada,Crime,Wonderland,R,104,6.6,19416,2003
Regency Enterprises,USA,Drama,Runaway Jury,PG-13,127,7.1,80544,2003
Twentieth Century Fox Film Corporation,USA,Comedy,Stuck on You,PG-13,118,5.8,46442,2003
Castle Rock Entertainment,USA,Action,Kangaroo Jack,PG,89,4.4,25060,2003
Universal Pictures,USA,Comedy,Intolerable Cruelty,PG-13,100,6.3,80789,2003
Revolution Studios,USA,Horror,Darkness Falls,PG-13,86,5,27228,2003
Universal Pictures,USA,Drama,Honey,PG-13,94,5.3,38850,2003
Nord-Ouest Productions,France,Comedy,Love Me If You Dare,R,93,7.7,59405,2003
Revolution Studios,USA,Comedy,Gigli,R,121,2.4,42890,2003
Pathe Productions,UK,Mystery,In the Cut,R,119,5.3,19446,2003
Twentieth Century Fox Film Corporation,USA,Horror,The Order,R,102,5.2,15575,2003
Lakeshore Entertainment,USA,Action,The Hunted,R,94,6,37835,2003
New Line Cinema,USA,Comedy,Dumb and Dumberer: When Harry Met Lloyd,PG-13,85,3.4,32064,2003
Twentieth Century Fox Film Corporation,USA,Comedy,Just Married,PG-13,95,5.4,60573,2003
Touchstone Pictures,USA,Action,Shanghai Knights,PG-13,114,6.2,87352,2003
Metro-Goldwyn-Mayer (MGM),USA,Comedy,"Legally Blonde 2: Red, White & Blonde",PG-13,95,4.7,50536,2003
Universal Pictures,USA,Drama,Seabiscuit,PG-13,140,7.3,59979,2003
Metro-Goldwyn-Mayer (MGM),USA,Comedy,Uptown Girls,PG-13,92,6.1,30845,2003
Ren Film,Russia,Drama,The Return,UNRATED,105,8,34054,2003
900 Films,USA,Adventure,Grind,PG-13,105,6,10746,2003
Asmik Ace Entertainment,USA,Comedy,Coffee and Cigarettes,R,95,7.1,50777,2003
SenArt Films,USA,Comedy,The Station Agent,R,89,7.7,61005,2003
Boll Kino Beteiligungs GmbH & Co. KG,Germany,Action,House of the Dead,R,90,2,33277,2003
Warner Bros.,USA,Action,Cradle 2 the Grave,R,101,5.8,36878,2003
Moviola Film och Television AB,Sweden,Drama,Evil,NOT RATED,113,7.8,31763,2003
Eikon Film,Germany,Biography,Lutero,PG-13,123,6.6,13382,2003
Revolution Studios,USA,Biography,Radio,PG,109,6.9,33842,2003
Alcon Entertainment,USA,Comedy,Love Don't Cost a Thing,PG-13,100,5.1,6039,2003
Emperor Multimedia Group (EMG),Hong Kong,Action,The Medallion,PG-13,88,5.2,32750,2003
Columbia Pictures Corporation,USA,Action,National Security,PG-13,88,5.6,41326,2003
Turner Pictures (I),USA,Biography,Gods and Generals,PG-13,219,6.3,13829,2003
Fox 2000 Pictures,USA,Comedy,Chasing Papi,PG,80,4.8,3577,2003
Lions Gate Films,USA,Drama,Shattered Glass,PG-13,94,7.2,30173,2003
Metro-Goldwyn-Mayer (MGM),USA,Comedy,A Guy Thing,PG-13,101,5.6,14915,2003
Merchant Ivory Productions,USA,Drama,The Divorce,PG-13,100,4.9,10084,2003
New Line Cinema,Canada,Drama,Willard,PG-13,100,6.2,15832,2003
IFC Productions,USA,Comedy,Camp,PG-13,114,6.3,5242,2003
"Australian Film Commission, The",Australia,Action,Ned Kelly,R,110,6.5,22829,2003
19 Entertainment,USA,Comedy,From Justin to Kelly,PG,81,2.1,23990,2003
World of Wonder,USA,Biography,Party Monster,R,98,6.3,13310,2003
DreamWorks,USA,Comedy,Anything Else,R,108,6.4,26603,2003
Metro-Goldwyn-Mayer (MGM),USA,Action,Bulletproof Monk,PG-13,104,5.5,43940,2003
BBC Films,UK,Biography,Sylvia,R,110,6.3,9321,2003
Baa-Ram-Ewe,Thailand,Action,Ong-Bak: The Thai Warrior,R,105,7.2,63887,2003
Recorded Picture Company (RPC),UK,Crime,Young Adam,NC-17,98,6.5,12050,2003
Franchise Pictures,USA,Action,The In-Laws,PG-13,100,5.7,14598,2003
Klasky-Csupo,USA,Animation,Rugrats Go Wild,PG,100,5.6,6205,2003
DreamWorks,USA,Comedy,Head of State,PG-13,95,5.4,15690,2003
Les Armateurs,France,Animation,The Triplets of Belleville,PG-13,80,7.8,44860,2003
Paramount Pictures,USA,Comedy,Dickie Roberts: Former Child Star,PG-13,98,5.6,12287,2003
BiBi Film,Italy,Drama,The Best of Youth,R,366,8.5,17585,2003
Jasmine Productions Inc.,USA,Drama,All the Real Girls,R,108,6.9,9474,2003
Miramax,Germany,Comedy,Duplex,PG-13,89,5.9,48829,2003
Go Films,USA,Action,Saints and Soldiers,PG-13,90,6.8,18516,2003
Madhouse,Japan,Animation,Tokyo Godfathers,PG-13,100,7.9,22266,2003
Touchstone Pictures,UK,Comedy,Calendar Girls,PG-13,108,6.9,20538,2003
British Broadcasting Corporation (BBC),UK,Drama,I Capture the Castle,R,113,7.1,6060,2003
International West Pictures (IWP),Germany,Comedy,Barely Legal,R,100,4.8,5524,2003
Walden Media,UK,Drama,I Am David,PG,90,7.3,6485,2003
Lions Gate Films,USA,Crime,Confidence,R,97,6.7,31315,2003
ContentFilm,USA,Crime,The Cooler,R,101,7,29549,2003
Castle Rock Entertainment,USA,Comedy,A Mighty Wind,PG-13,91,7.3,23253,2003
DreamWorks,USA,Action,Biker Boyz,PG-13,110,4.6,11532,2003
Dharma Productions,India,Comedy,Kal Ho Naa Ho,NOT RATED,186,8,51400,2003
Good Machine,USA,Biography,American Splendor,R,101,7.5,43575,2003
Buena Vista International,USA,Comedy,It Runs in the Family,PG-13,100,5.6,4199,2003
Touchstone Pictures,Ireland,Biography,Veronica Guerin,R,98,6.9,17055,2003
Mepris Films,USA,Comedy,The Shape of Things,R,96,6.7,10052,2003
MDP Worldwide,USA,Drama,The United States of Leland,R,108,7.1,20860,2003
United Artists,USA,Comedy,Pieces of April,PG-13,80,7.1,18540,2003
Funny Boy Films,USA,Comedy,Latter Days,R,107,7.1,15271,2003
M&M; Productions,Denmark,Comedy,The Green Butchers,R,100,7.3,16028,2003
Dimension Films,USA,Comedy,My Boss's Daughter,PG-13,86,4.7,25363,2003
Focus Features,USA,Comedy,How to Deal,PG-13,100,5.6,8473,2003
EuropaCorp,France,Action,Taxi 3,NOT RATED,84,5.8,33795,2003
BR Petrobrás,Brazil,Drama,Carandiru,R,145,7.6,15107,2003
Disney Television Animation,USA,Animation,The Jungle Book 2,G,72,5.4,12558,2003
Korea Pictures,South Korea,Drama,"Spring, Summer, Fall, Winter... and Spring",R,103,8.1,66713,2003
Icon Productions,USA,Comedy,The Singing Detective,R,109,5.6,7414,2003
National Lampoon Productions,USA,Comedy,Dorm Daze,R,96,4.6,7089,2003
Metro-Goldwyn-Mayer (MGM),USA,Comedy,Good Boy!,PG,100,5.1,3591,2003
BBC Films,UK,Drama,The Mother,R,112,6.9,3593,2003
Café Film,Hungary,Comedy,Kontroll,R,107,7.7,21046,2003
3B Productions,France,Drama,29 palmas - Pasiones salvajes,UNRATED,114,5.2,3679,2003
Paramount Pictures,USA,Comedy,The Fighting Temptations,PG-13,123,5.5,6052,2003
Arte France Cinéma,France,Drama,Time of the Wolf,R,114,6.6,8044,2003
"Deseo, El",Spain,Drama,La vida sin mí,R,106,7.6,22023,2003
Spierigfilm,Australia,Action,Undead,R,100,5.5,11798,2003
Brown Sauce Film Productions,Ireland,Comedy,Intermission,R,105,6.9,14096,2003
British Broadcasting Corporation (BBC),UK,Drama,Code 46,R,93,6.2,18738,2003
"Film Consortium, The",UK,Comedy,Bright Young Things,R,102,6.6,4557,2003
Pyramide Productions,Canada,Comedy,The Barbarian Invasions,R,99,7.7,25849,2003
"Klockworx, The",Japan,Crime,Gozu,R,130,7.1,9463,2003
Cobalt Media Group,USA,Crime,Shade,R,101,6.4,11130,2003
Gospel of John Ltd.,Canada,Biography,The Visual Bible: The Gospel of John,PG-13,180,7.7,2335,2003
Asahi National Broadcasting Company,Japan,Action,The Blind Swordsman: Zatoichi,R,116,7.6,42734,2003
Sony Pictures Classics,Germany,Drama,The Company,PG-13,112,6.4,5757,2003
Disneytoon Studios,USA,Animation,Piglet's Big Movie,G,75,6,5240,2003
Film Kraft,India,Drama,Koi... Mil Gaya,Not specified,171,7.1,16125,2003
Bestboy Pictures,USA,Comedy,Pride and Prejudice,PG,100,5.3,2156,2003
Epsilon Motion Pictures,USA,Comedy,Alex & Emma,PG-13,100,5.6,11953,2003
Australian Film Finance Corporation (AFFC),Australia,Drama,Japanese Story,R,105,6.7,5814,2003
ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),Canada,Action,Stander,R,116,7.2,7443,2003
Alliance Atlantis Communications,Canada,Crime,Owning Mahowny,R,104,7.1,11120,2003
Colorado Film Production,Italy,Crime,I'm Not Scared,R,108,7.5,12805,2003
Curb Entertainment,USA,Comedy,Easy,R,100,5.9,1509,2003
Mosaic Film Group,UK,Crime,I'll Sleep When I'm Dead,R,102,5.9,7764,2003
Professor Bright Films,USA,Drama,Zero Day,UNRATED,92,7.3,3594,2003
Baltimore Spring Creek Productions,USA,Comedy,Deliver Us from Eva,R,105,6.1,4889,2003
France 2 Cinéma,France,Drama,Nathalie...,B15,100,6.3,4052,2003
CoBo Fonds,Italy,Drama,It's All About Love,R,100,5.5,7357,2003
Alquimia Cinema,UK,Drama,Dot the I,R,100,6.8,7701,2003
American Entertainment Investors,UK,Comedy,Masked and Anonymous,PG-13,112,5.5,4094,2003
FIT Productions,France,Drama,Strayed,UNRATED,95,6.6,2816,2003
Bad Aaas Cinema,USA,Biography,Baadasssss!,R,108,7.4,4384,2003
Dreamz Unlimited,India,Drama,Chalte Chalte,Not specified,167,6.6,12435,2003
Director's Cut,Denmark,Drama,Reconstruction,PG-13,91,7.4,6465,2003
Homegreen Films,Taiwan,Drama,"Goodbye, Dragon Inn",Not specified,82,7.1,3091,2003
LivePlanet,USA,Drama,The Battle of Shaker Heights,PG-13,100,6.1,3926,2003
MMG Film & TV Production,Belgium,Action,The Memory of a Killer,R,123,7.4,8593,2003
New Line Cinema,USA,Drama,The Notebook,PG-13,123,7.9,430711,2004
Evolution Entertainment,USA,Horror,Saw,R,103,7.7,322727,2004
Warner Bros.,USA,Drama,Troy,R,163,7.2,414038,2004
Touchstone Pictures,USA,Drama,The Village,PG-13,108,6.5,209350,2004
Revolution Studios,USA,Action,Hellboy,PG-13,122,6.8,261530,2004
Paramount Pictures,USA,Comedy,Mean Girls,PG-13,97,7,270476,2004
Warner Bros.,UK,Adventure,Harry Potter and the Prisoner of Azkaban,PG,142,7.8,427343,2004
Pixar Animation Studios,USA,Animation,The Incredibles,PG,115,8,520926,2004
Focus Features,USA,Drama,Eternal Sunshine of the Spotless Mind,R,108,8.3,736127,2004
Twentieth Century Fox Film Corporation,USA,Action,The Day After Tomorrow,PG-13,124,6.4,356977,2004
Miramax,USA,Action,Kill Bill: Vol. 2,R,137,8,555508,2004
Lions Gate Films,USA,Action,The Punisher,R,124,6.5,132115,2004
DreamWorks,USA,Comedy,EuroTrip,R,93,6.6,171296,2004
Universal Pictures,UK,Comedy,Shaun of the Dead,R,99,8,428784,2004
Universal Pictures,USA,Action,Van Helsing,PG-13,131,6,211483,2004
Warner Bros.,UK,Drama,The Phantom of the Opera,PG-13,143,7.3,102339,2004
Regency Enterprises,USA,Comedy,The Girl Next Door,R,108,6.8,180214,2004
Revolution Studios,USA,Comedy,White Chicks,PG-13,109,5.5,107599,2004
Filmax Group,Spain,Drama,The Machinist,R,101,7.7,304458,2004
Bob Yari Productions,USA,Crime,Crash,R,112,7.8,379156,2004
Fox Searchlight Pictures,USA,Comedy,Napoleon Dynamite,PG,96,6.9,171007,2004
Constantin Film,Germany,Biography,Downfall,R,156,8.3,272105,2004
Warner Bros.,USA,Drama,Million Dollar Baby,PG-13,132,8.1,528910,2004
BenderSpink,USA,Sci-Fi,The Butterfly Effect,R,113,7.7,387284,2004
Rogue Pictures,Romania,Comedy,Chucky 5: El Hijo de Chucky,R,87,4.9,31029,2004
Sony Pictures Classics,UK,Crime,Layer Cake,R,105,7.4,142359,2004
Strike Entertainment,USA,Action,Dawn of the Dead,R,101,7.3,206262,2004
Icon Productions,USA,Drama,The Passion of the Christ,R,127,7.2,189031,2004
Touchstone Pictures,USA,Adventure,The Life Aquatic with Steve Zissou,R,119,7.3,151463,2004
Columbia Pictures,USA,Drama,Closer,R,104,7.3,177735,2004
Buena Vista Home Entertainment,Japan,Animation,Howl's Moving Castle,PG,119,8.2,242412,2004
Forward Pass,Germany,Biography,El aviador,PG-13,170,7.5,284387,2004
Twentieth Century Fox Film Corporation,USA,Comedy,Dodgeball: A True Underdog Story,PG-13,92,6.7,198343,2004
Touchstone Pictures,USA,Action,King Arthur,PG-13,126,6.3,144158,2004
Paramount Pictures,USA,Adventure,A Series of Unfortunate Events,PG,108,6.8,172422,2004
Revolution Studios,USA,Comedy,13 Going on 30,PG-13,98,6.1,132486,2004
Miramax,USA,Biography,Finding Neverland,PG,106,7.7,182038,2004
Columbia Pictures Corporation,USA,Action,Spider-Man 2,PG-13,127,7.3,451467,2004
Paramount Pictures,USA,Crime,Collateral,R,115,7.6,312190,2004
Twentieth Century Fox Film Corporation,USA,Action,"I, Robot",PG-13,115,7.1,423244,2004
Universal Pictures,USA,Action,The Bourne Supremacy,PG-13,108,7.8,379648,2004
DreamWorks,USA,Animation,Shrek 2,PG,93,7.2,342666,2004
Fox 2000 Pictures,USA,Action,Man on Fire,R,146,7.7,285049,2004
Warner Bros.,Germany,Action,Alexander,R,175,5.5,146107,2004
Universal Pictures,USA,Action,The Chronicles of Riddick,PG-13,119,6.7,193580,2004
Warner Bros.,USA,Comedy,A Cinderella Story,PG,95,5.9,68595,2004
DreamWorks,USA,Comedy,The Terminal,PG-13,128,7.3,330983,2004
Fox Searchlight Pictures,USA,Comedy,Sideways,R,126,7.5,158415,2004
